state,district,district_number,candidate,party,ballotpedia_status,election_phase,incumbent,candidate_connection,candidate_url,source_url,raw_candidate_text,source_table_index,source_table_columns,section_note
Florida,District 15,15,Kimberly Overman,Democratic Party,did_not_make_ballot,Democratic primary,False,True,https://ballotpedia.org/Kimberly_Overman,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kimberly Overman,,,
Florida,District 15,15,Laurel Lee,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Laurel_Lee,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Laurel Lee (Incumbent),,,
Florida,District 16,16,Mark Davis,,active,General election,False,True,https://ballotpedia.org/Mark_Davis_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mark Davis (No Party Affiliation),,,
Florida,District 16,16,Jonathan Harris,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Jonathan_Harris_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jonathan Harris,,,
Florida,District 16,16,Kelly Kirschner,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Kelly_Kirschner,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kelly Kirschner,,,
Florida,District 16,16,Tamika Lyles,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Tamika_Lyles,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Tamika Lyles,,,
Florida,District 16,16,Glenn Pearson,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Glenn_Pearson_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Glenn Pearson,,,
Florida,District 16,16,Jan Schneider,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Jan_Schneider,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jan Schneider,,,
Florida,District 16,16,Sydney Gruters,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Sydney_Gruters,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Sydney Gruters,,,
Florida,District 16,16,John Peters,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/John_Peters_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Peters,,,
Florida,District 16,16,Ed Pope,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Ed_Pope_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ed Pope,,,
Florida,District 16,16,Eddie Speir,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Eddie_Speir,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Eddie Speir,,,
Florida,District 16,16,Vern Buchanan,Republican Party,did_not_make_ballot,Republican primary,True,False,https://ballotpedia.org/Vern_Buchanan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Vern Buchanan (Incumbent),,,
Florida,District 17,17,Stephanie Petersen-Soal,,active,General election,False,False,https://ballotpedia.org/Stephanie_Petersen-Soal,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Stephanie Petersen-Soal (No Party Affiliation),,,
Florida,District 17,17,Matthew Montavon,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Matthew_Montavon,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Matthew Montavon,,,
Florida,District 17,17,Allen Spence,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Allen_Spence,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Allen Spence,,,
Florida,District 17,17,Greg Steube,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Greg_Steube,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Greg Steube (Incumbent),,,
Florida,District 18,18,Deva Simmons,,active,General election,False,False,https://ballotpedia.org/Deva_Simmons,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Deva Simmons (No Party Affiliation),,,
Florida,District 18,18,Curtis Gibson,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Curtis_Gibson,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Curtis Gibson,,,
Florida,District 18,18,Tiffanie Luong,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Tiffanie_Luong,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Tiffanie Luong,,,
Florida,District 18,18,Scott Franklin,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Scott_Franklin,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Scott Franklin (Incumbent),,,
Florida,District 19,19,Victor Arias,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Victor_Arias,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Victor Arias,,,
Florida,District 19,19,Jared Kane,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Jared_Kane,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jared Kane,,,
Florida,District 19,19,Howard Sapp,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Howard_Sapp,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Howard Sapp,,,
Florida,District 19,19,Madison Cawthorn,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Madison_Cawthorn,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Madison Cawthorn,,,
Florida,District 19,19,Chris Collins,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Chris_Collins_(New_York),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Chris Collins,,,
Florida,District 19,19,John Fratto,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/John_Fratto_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Fratto,,,
Florida,District 19,19,Ola Hawatmeh,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Ola_Hawatmeh,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Ola Hawatmeh,,,
Florida,District 19,19,Catalina Lauf,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Catalina_Lauf,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Catalina Lauf,,,
Florida,District 19,19,Dylan Modarelli,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Dylan_Modarelli,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Dylan Modarelli,,,
Florida,District 19,19,Jim Oberweis,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Jim_Oberweis,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jim Oberweis,,,
Florida,District 19,19,Mike Pedersen,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Mike_Pedersen,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mike Pedersen,,,
Florida,District 19,19,Linda Sawyer,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Linda_Sawyer,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Linda Sawyer,,,
Florida,District 19,19,Jim Schwartzel,Republican Party,active,Republican primary,False,True,https://ballotpedia.org/Jim_Schwartzel,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Jim Schwartzel,,,
Florida,District 19,19,Louis Shenker,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Louis_Shenker,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Louis Shenker,,,
Florida,District 19,19,John Strand,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/John_Strand,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",John Strand,,,
Florida,District 19,19,Richard Youschak,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Richard_Youschak,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Richard Youschak,,,
Florida,District 19,19,Byron Donalds,Republican Party,did_not_make_ballot,Republican primary,True,False,https://ballotpedia.org/Byron_Donalds,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Byron Donalds (Incumbent),,,
Florida,District 19,19,Stephen Elliott,Republican Party,did_not_make_ballot,Republican primary,False,False,https://ballotpedia.org/Stephen_Elliott,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Stephen Elliott,,,
Florida,District 20,20,Kedner Maxime,Independent,active,General election,False,False,https://ballotpedia.org/Kedner_Maxime,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kedner Maxime (Independent),,,
Florida,District 20,20,Kevin McClellan,,active,General election,False,False,https://ballotpedia.org/Kevin_McClellan,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Kevin McClellan (No Party Affiliation) (Write-in),,,
Florida,District 20,20,Debbie Wasserman Schultz,Democratic Party,active,Democratic primary,True,False,https://ballotpedia.org/Debbie_Wasserman_Schultz,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Debbie Wasserman Schultz (Incumbent),,,
Florida,District 20,20,Luther Campbell,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Luther_Campbell,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Luther Campbell,,,
Florida,District 20,20,Sheila Cherfilus-McCormick,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Sheila_Cherfilus-McCormick,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Sheila Cherfilus-McCormick,,,
Florida,District 20,20,Mark Douglas,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Mark_Douglas_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Mark Douglas,,,
Florida,District 20,20,Dale Holness,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Dale_Holness,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Dale Holness,,,
Florida,District 20,20,Elijah Manley,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Elijah_Manley,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Elijah Manley,,,
Florida,District 20,20,Rudy Moise,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Rudy_Moise,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Rudy Moise,,,
Florida,District 20,20,Maisha Williams,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/Maisha_Williams,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Maisha Williams,,,
Florida,District 20,20,Sendra Dorce,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Sendra_Dorce,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Sendra Dorce,,,
Florida,District 20,20,Lateresa Jones,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Lateresa_Jones,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Lateresa Jones,,,
Florida,District 20,20,Rod Joseph,Republican Party,active,Republican primary,False,False,https://ballotpedia.org/Rod_Joseph,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Rod Joseph,,,
Florida,District 21,21,Alexander Cooke,,active,General election,False,True,https://ballotpedia.org/Alexander_Cooke,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Alexander Cooke (No Party Affiliation),,,
Florida,District 21,21,Robert Ott,,active,General election,False,True,https://ballotpedia.org/Robert_Ott,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Robert Ott (No Party Affiliation),,,
Florida,District 21,21,James Martin,Democratic Party,active,Democratic primary,False,False,https://ballotpedia.org/James_Martin_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",James Martin,,,
Florida,District 21,21,Edward O'Connor,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Edward_O'Connor_(Florida),"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Edward O'Connor,,,
Florida,District 21,21,Elizabeth Pandich,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Elizabeth_Pandich,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Elizabeth Pandich,,,
Florida,District 21,21,Bernard Taylor,Democratic Party,active,Democratic primary,False,True,https://ballotpedia.org/Bernard_Taylor,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Bernard Taylor,,,
Florida,District 21,21,Brian Mast,Republican Party,active,Republican primary,True,False,https://ballotpedia.org/Brian_Mast,"https://ballotpedia.org/United_States_House_of_Representatives_elections_in_Florida,_2026",Brian Mast (Incumbent),,,
